tmin,tmax,erd_score,mu_erd,beta_erd,sfreq,motor_channels,quality_score,direction,filename,subject,method,pattern,iteration,label,file_path,n_channels,duration,segment_path
0.5,3.5,9.085532162516596,19.005031088415013,-0.8339667633818213,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,LR,rohith_watch_LR_lower_3.edf,rohith,watch,lower,3,1,data\raw\rohith_watch_LR_lower_3.edf,22,6.996,data\processed\rohith_watch_LR_lower_3_segment.npy
1.0,4.0,49.216502460911386,44.83604522443255,53.596959697390226,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,LR,rohith_watch_LR_straight_1.edf,rohith,watch,straight,1,1,data\raw\rohith_watch_LR_straight_1.edf,22,4.996,data\processed\rohith_watch_LR_straight_1_segment.npy
2.5,5.5,-7.406426742210311,-5.275193876891851,-9.53765960752877,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,LR,rohith_watch_LR_straight_2.edf,rohith,watch,straight,2,1,data\raw\rohith_watch_LR_straight_2.edf,22,5.996,data\processed\rohith_watch_LR_straight_2_segment.npy
0.75,3.75,-114.97594576436849,-32.16731124651028,-197.7845802822267,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,LR,rohith_watch_LR_straight_3.edf,rohith,watch,straight,3,1,data\raw\rohith_watch_LR_straight_3.edf,22,4.996,data\processed\rohith_watch_LR_straight_3_segment.npy
0.75,3.75,-386.6111935185314,-724.892630466809,-48.329756570253785,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,LR,rohith_watch_LR_upper_1.edf,rohith,watch,upper,1,1,data\raw\rohith_watch_LR_upper_1.edf,22,6.996,data\processed\rohith_watch_LR_upper_1_segment.npy
2.75,5.75,15.624518873554878,24.78185055877399,6.4671871883357674,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,LR,rohith_watch_LR_upper_2.edf,rohith,watch,upper,2,1,data\raw\rohith_watch_LR_upper_2.edf,22,6.996,data\processed\rohith_watch_LR_upper_2_segment.npy
3.75,6.75,-27.147484331897218,-3.9427619102928864,-50.35220675350155,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,LR,rohith_watch_LR_upper_3.edf,rohith,watch,upper,3,1,data\raw\rohith_watch_LR_upper_3.edf,22,6.996,data\processed\rohith_watch_LR_upper_3_segment.npy
0.5,3.5,-178.80598363735965,-382.51543913421875,24.903471859499465,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,RL,rohith_watch_RL_lower_1.edf,rohith,watch,lower,1,0,data\raw\rohith_watch_RL_lower_1.edf,22,6.996,data\processed\rohith_watch_RL_lower_1_segment.npy
3.75,6.75,-5.4674319223148515,52.312218900574095,-63.2470827452038,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,RL,rohith_watch_RL_lower_2.edf,rohith,watch,lower,2,0,data\raw\rohith_watch_RL_lower_2.edf,22,6.996,data\processed\rohith_watch_RL_lower_2_segment.npy
0.5,3.5,59.331331473363406,70.79183582738222,47.87082711934459,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,RL,rohith_watch_RL_lower_3.edf,rohith,watch,lower,3,0,data\raw\rohith_watch_RL_lower_3.edf,22,6.996,data\processed\rohith_watch_RL_lower_3_segment.npy
1.5,4.5,-308.0500426062133,-565.7914519669908,-50.30863324543575,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,RL,rohith_watch_RL_straight_1.edf,rohith,watch,straight,1,0,data\raw\rohith_watch_RL_straight_1.edf,22,4.996,data\processed\rohith_watch_RL_straight_1_segment.npy
1.25,4.25,36.72971889334758,71.67644535349056,1.7829924332046023,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,RL,rohith_watch_RL_straight_2.edf,rohith,watch,straight,2,0,data\raw\rohith_watch_RL_straight_2.edf,22,4.996,data\processed\rohith_watch_RL_straight_2_segment.npy
0.5,3.5,4.369656851922561,2.91712740649998,5.822186297345142,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,RL,rohith_watch_RL_straight_3.edf,rohith,watch,straight,3,0,data\raw\rohith_watch_RL_straight_3.edf,22,4.996,data\processed\rohith_watch_RL_straight_3_segment.npy
0.75,3.75,-53.2206964013921,-96.14054584639314,-10.300846956391052,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,RL,rohith_watch_RL_upper_1.edf,rohith,watch,upper,1,0,data\raw\rohith_watch_RL_upper_1.edf,22,5.996,data\processed\rohith_watch_RL_upper_1_segment.npy
1.25,4.25,-29.667186548746557,-41.79676551719297,-17.537607580300136,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,RL,rohith_watch_RL_upper_2.edf,rohith,watch,upper,2,0,data\raw\rohith_watch_RL_upper_2.edf,22,4.996,data\processed\rohith_watch_RL_upper_2_segment.npy
0.5,3.5,-65.17587495032316,-77.46525814459181,-52.88649175605451,250.0,"['EEG Fp1-Ref', 'EEG Fp2-Ref', 'EEG F7-Ref']",0.0,RL,rohith_watch_RL_upper_3.edf,rohith,watch,upper,3,0,data\raw\rohith_watch_RL_upper_3.edf,22,6.996,data\processed\rohith_watch_RL_upper_3_segment.npy
